Type,move_speed,move_time,move_angle,move_acceleration
OTHER_ACTION,0.5,5.33,8.33,3
OTHER_ACTION,0.5,4.67,6.67,2
OTHER_ACTION,0,8,13,5
OTHER_ACTION,1.5,5.67,11.67,6
OTHER_ACTION,1,5.67,9.67,4
OTHER_ACTION,1.5,3.67,6.67,3
OTHER_ACTION,2,6,8,2
OTHER_ACTION,2,5.67,8.67,3
OTHER_ACTION,0.5,7,10,3
OTHER_ACTION,1,7,11,4
OTHER_ACTION,2,11,16,4
FALL,0,11,18,5
FALL,0,5.33,9.33,2
FALL,0,9.33,15.33,5
FALL,0,4.67,7.67,2
FALL,0,6.67,9.67,2
FALL,0,7.33,10.33,3
FALL,0.5,3.33,6.33,3
FALL,0,5.33,8.33,3
OTHER_ACTION,0.5,12.33,19.33,5
OTHER_ACTION,0.5,7.33,14.33,6
OTHER_ACTION,0.5,6,10,4
OTHER_ACTION,0.5,6.33,11.33,4
OTHER_ACTION,0.5,8.67,12.67,4
OTHER_ACTION,0.5,9.67,16.67,7
OTHER_ACTION,0.5,7,15,8
FALL,0,9.67,15.67,5
FALL,0,7.33,14.33,6
FALL,0,11,17,5
FALL,0,8.33,13.33,4
OTHER_ACTION,3,11.67,19.67,8
OTHER_ACTION,2.5,9.33,14.33,5
OTHER_ACTION,4.5,10.67,16.67,6
OTHER_ACTION,3,9.67,15.67,6
OTHER_ACTION,3.5,10,15,4
OTHER_ACTION,1.5,11.33,17.33,6
OTHER_ACTION,1.5,13,21,7
OTHER_ACTION,0.5,8.33,12.33,4
OTHER_ACTION,1.5,12,19,6
OTHER_ACTION,2,14,19,5
OTHER_ACTION,2.5,10,17,6
RUN,2.5,13.67,25.67,10
OTHER_ACTION,0.5,7.33,13.33,6
OTHER_ACTION,0.5,8.67,15.67,7
OTHER_ACTION,0.5,5.67,12.67,7
OTHER_ACTION,0.5,10,17,7
FALL,0,5.33,6.33,1
FALL,0,9.33,12.33,3
FALL,0,3,5,2
FALL,0.5,6.33,9.33,3
FALL,1,8,12,4
FALL,1,10,14,4
OTHER_ACTION,0.5,11.67,16.67,4
OTHER_ACTION,0.5,9.67,13.67,4
OTHER_ACTION,1,11,17,6
OTHER_ACTION,0.5,7,11,4
OTHER_ACTION,1,8.33,13.33,4
OTHER_ACTION,0,10,15,5
OTHER_ACTION,0.5,10,18,8
OTHER_ACTION,1,5,10,4
FALL,0,2.33,3.33,1
FALL,0,4,8,4
FALL,0,2,4,2
FALL,0,2.67,5.67,2
FALL,0,2,6,4
FALL,0,3.67,5.67,2
FALL,0,6.67,8.67,2
FALL,0,7,12,5
FALL,0,5.67,9.67,4
FALL,0,6.33,12.33,6
FALL,0,6,10,4
OTHER_ACTION,1,7.67,12.67,5
OTHER_ACTION,0.5,9,16,6
OTHER_ACTION,1,9.33,13.33,3
OTHER_ACTION,0.5,11,18,5
OTHER_ACTION,0.5,11.67,16.67,4
FALL,0,5,7,2
OTHER_ACTION,0,7,9,2
OTHER_ACTION,0,9,13,4
OTHER_ACTION,0,5,8,3
EXERCISE,1.5,5,5,0
EXERCISE,0.5,3,6,3
EXERCISE,0,5,6,1
EXERCISE,0,3,5,2
EXERCISE,0,5,7,2
EXERCISE,0,4,6,2
EXERCISE,0,7,9,2
EXERCISE,1.5,7,10,2
EXERCISE,1,2,3,0
EXERCISE,1,6,7,0
EXERCISE,1.5,11,13,2
EXERCISE,1,5,7,2
EXERCISE,1,3,6,2
EXERCISE,1,6,8,2
EXERCISE,1,5,6,1
EXERCISE,1,4,7,2
EXERCISE,1,3,5,1
EXERCISE,0.5,2,2,0
EXERCISE,0.5,2,2,0
EXERCISE,0.5,3,5,1
EXERCISE,0.5,1,1,0
EXERCISE,0,4,5,1
EXERCISE,0.5,11,15,4
EXERCISE,0.5,8,12,3
EXERCISE,0,11,16,4
EXERCISE,0.5,7,9,2
EXERCISE,0,8,8,0
EXERCISE,0,9,13,4
EXERCISE,0.5,7,10,3
EXERCISE,0.5,4,6,2
EXERCISE,1,5,7,2
EXERCISE,0.5,4,5,1
EXERCISE,0.5,3,5,2
EXERCISE,1,8,9,1
EXERCISE,1,11,14,3
EXERCISE,1.5,5,7,2
EXERCISE,0.5,14,15,1
EXERCISE,2,7,11,4
EXERCISE,1,3,3,0
EXERCISE,1,5,7,2
EXERCISE,1,13,17,3
EXERCISE,1,4,6,2
EXERCISE,0.5,3,4,1
EXERCISE,0,4,5,1
EXERCISE,2,7,11,4
EXERCISE,0.5,7,9,2
EXERCISE,0.5,8,11,3
EXERCISE,1,8,14,6
EXERCISE,0.5,6,13,6
EXERCISE,1,10,17,7
EXERCISE,0.5,10,14,4
EXERCISE,0,5,9,4
EXERCISE,1,12,18,6
EXERCISE,2,4,9,3
EXERCISE,2,5,9,4
EXERCISE,2,5,8,3
EXERCISE,1,6,10,3
EXERCISE,0,3,4,1
EXERCISE,1,6,10,4
EXERCISE,0.5,4,7,3
EXERCISE,0.5,1,2,0
EXERCISE,0,1,2,0
EXERCISE,1,5,6,0
EXERCISE,0,2,2,0
EXERCISE,0.5,2,2,0
EXERCISE,1,10,15,5
EXERCISE,2,14,21,7
EXERCISE,1,10,15,5
EXERCISE,1,10,17,7
EXERCISE,1,13,22,9
EXERCISE,2.5,6,8,2
EXERCISE,1,4,5,1
EXERCISE,0.5,6,8,2
EXERCISE,0,4,7,3
EXERCISE,0,6,8,2
EXERCISE,1,3,4,1
EXERCISE,0,6,7,1
EXERCISE,1,4,10,5
EXERCISE,1,5,9,4
EXERCISE,0.5,5,11,6
EXERCISE,0.5,8,13,5
EXERCISE,0.5,6,11,5
EXERCISE,1,7,15,8
EXERCISE,1,5,8,2
EXERCISE,1,5,8,3
EXERCISE,0.5,8,11,3
EXERCISE,0.5,7,12,5
EXERCISE,1.5,8,14,5
EXERCISE,3,7,11,4
EXERCISE,0.5,4,7,3
EXERCISE,1.5,8,11,3
EXERCISE,0.5,4,9,5
EXERCISE,0.5,7,14,7
EXERCISE,0.5,5,9,4
EXERCISE,1,5,12,7
EXERCISE,1,6,11,5
EXERCISE,0.5,2,6,4
EXERCISE,0.5,10,14,4
EXERCISE,1,6,9,3
EXERCISE,0.5,6,9,3
EXERCISE,0,5,9,4
EXERCISE,0.5,3,5,2
EXERCISE,0.5,4,7,3
EXERCISE,0.5,3,4,1
EXERCISE,0.5,2,5,3
EXERCISE,2.5,6,11,5
EXERCISE,1.5,4,7,3
EXERCISE,2,8,12,4
EXERCISE,3.5,7,13,6
EXERCISE,4,10,14,4
EXERCISE,0.5,9,14,5
EXERCISE,0.5,5,7,2
EXERCISE,1,11,17,5
EXERCISE,1,10,15,5
EXERCISE,0.5,10,16,5
EXERCISE,1.5,8,14,5
EXERCISE,1.5,8,10,2
EXERCISE,0.5,12,18,6
EXERCISE,1.5,12,14,1
EXERCISE,1.5,3,4,1
EXERCISE,1.5,3,3,0
EXERCISE,1,5,8,2
EXERCISE,1,11,14,2
FALL,0,9,16,6
FALL,0,3,7,2
FALL,0.5,7,12,4
FALL,0,7,10,3
FALL,0,7,11,4
FALL,0,11,19,8
FALL,0,7,12,5
FALL,0,8,14,6
FALL,0,3,5,2
FALL,0,4,8,4
FALL,0,4,6,2
EXERCISE,0.5,6,9,3
EXERCISE,1.5,5,8,3
EXERCISE,0.5,8,15,7
EXERCISE,0.5,5,9,4
FALL,0,11,16,5
FALL,0,17,23,5
FALL,0,7,12,5
FALL,2,9,16,7
FALL,4,7,13,6
FALL,5,12,19,7
FALL,0,3,6,3
FALL,0,5,10,4
FALL,0,5,9,4
FALL,0,3,5,2
FALL,0,4,8,4
EXERCISE,1.5,7,7,0
EXERCISE,1,2,3,0
EXERCISE,1,2,3,0
EXERCISE,1,1,1,0
FALL,0,3,4,1
FALL,0,7,10,3
FALL,0,7,10,3
FALL,0,15,19,4
FALL,0,9,12,3
FALL,0,3,5,2
FALL,0,5,6,1
FALL,0,7,8,1
FALL,0,9,10,1
FALL,0,6,7,1
FALL,0,8,10,2
FALL,0,2,4,2
FALL,0,5,6,1
FALL,0,7,8,1
FALL,0,4,6,2
OTHER_ACTION,3.5,16,22,5
OTHER_ACTION,4.5,18,25,5
OTHER_ACTION,4,13,18,4
OTHER_ACTION,3.5,9,12,3
OTHER_ACTION,3.5,22,27,4
OTHER_ACTION,1,7,15,7
OTHER_ACTION,0.5,8,16,7
OTHER_ACTION,1.5,8,18,10
OTHER_ACTION,2,9,18,8
OTHER_ACTION,1,9,18,9
FALL,0,10,12,2
FALL,0,6,11,5
FALL,0,5,8,3
EXERCISE,0.5,14,23,9
EXERCISE,1,10,16,5
EXERCISE,2,13,22,9
EXERCISE,2,13,19,6
FALL,0,9,17,7
FALL,0,12,21,8
FALL,0,11,16,4
FALL,0,11,16,5
FALL,0,10,18,7
FALL,0,6,11,5
OTHER_ACTION,0.5,6,10,4
OTHER_ACTION,0.5,7,11,4
EXERCISE,2,12,18,6
EXERCISE,1,5,9,3
EXERCISE,2,10,14,3
EXERCISE,1,8,13,5
EXERCISE,1.5,4,8,4
FALL,0,5,9,4
FALL,0,5,7,1
FALL,0,5,7,2
OTHER_ACTION,0.5,7,13,6
OTHER_ACTION,0.5,8,12,4
OTHER_ACTION,0,9,15,6
OTHER_ACTION,0,11,18,7
FALL,0,3,3,0
FALL,0.5,10,14,4
FALL,0,7,10,3
FALL,0,8,11,3
FALL,0.5,8,9,1
EXERCISE,0.5,2,5,3
EXERCISE,0.5,5,7,2
EXERCISE,0.5,6,7,1
EXERCISE,1,6,11,5
EXERCISE,1,5,6,1
EXERCISE,0.5,3,3,0
EXERCISE,1,5,5,0
EXERCISE,1,12,18,5
FALL,0,6,10,3
FALL,0,5,11,5
FALL,0.5,4,10,5
FALL,0,5,9,4
FALL,0,2,3,1
FALL,0,3,6,3
FALL,0,3,4,1
FALL,0,5,8,3
FALL,0,3,6,2
FALL,0,2,5,2
FALL,0,8,13,5
EXERCISE,0,10,16,6
EXERCISE,0,10,18,7
EXERCISE,1,7,14,6
FALL,1,4,7,3
OTHER_ACTION,2,12,21,6
OTHER_ACTION,4,21,29,6
OTHER_ACTION,3.5,11,20,6
OTHER_ACTION,3,14,23,6
FALL,0,8,13,5
FALL,0,10,15,5
EXERCISE,0.5,8,9,1
FALL,0,3,5,2
FALL,0,8,10,2
FALL,0,7,10,3
FALL,0,4,5,1
FALL,0,6,7,1
FALL,0,7,14,6
FALL,0,4,10,5
FALL,0,5,8,3
FALL,0,8,14,6
EXERCISE,0.5,5,7,2
EXERCISE,0,4,6,2
EXERCISE,0,4,5,0
EXERCISE,0.5,5,6,1
EXERCISE,0,4,6,2
EXERCISE,0,5,5,0
FALL,0,9,15,6
FALL,0,6,10,4
FALL,0,13,19,6
FALL,0,9,12,3
OTHER_ACTION,0.5,5,10,5
OTHER_ACTION,0.5,5,8,3
OTHER_ACTION,0,5,7,2
OTHER_ACTION,0.5,7,12,5
OTHER_ACTION,0,6,10,4
FALL,0,7,10,3
FALL,0,4,7,3
FALL,0,7,13,6
FALL,0,9,13,4
FALL,0,8,12,3
FALL,0,7,12,4
FALL,0,7,9,2
FALL,0,4,7,3
FALL,0,3,7,4
FALL,0,4,8,4
FALL,0,2,5,3
FALL,0,7,8,1
FALL,0,4,5,1
FALL,0,4,4,0
FALL,0,6,7,1
FALL,0,1,2,1
FALL,0,3,5,2
FALL,0,2,4,2
FALL,0,4,5,1
FALL,0,3,5,2
FALL,0,4,5,1
FALL,0,3,5,2
FALL,0,3,4,0
FALL,0,4,5,1
FALL,0,4,7,3
FALL,0,6,9,2
FALL,0,5,8,2
FALL,0,2,2,0
FALL,0,2,3,1
EXERCISE,2.5,6,11,4
FALL,0,5,8,3
FALL,0,4,8,3
FALL,0,5,9,4
FALL,0,3,10,7
FALL,0,7,7,0
FALL,0,5,6,1
FALL,0,6,8,2
FALL,0,2,3,1
EXERCISE,2,9,16,7
EXERCISE,0.5,8,15,5
EXERCISE,0.5,10,16,5
FALL,0,4,8,3
EXERCISE,2.5,7,8,1
EXERCISE,1.5,9,13,3
EXERCISE,2,4,5,1
EXERCISE,1,5,5,0
FALL,0,4,6,2
FALL,0,8,11,2
FALL,0,5,8,3
FALL,0,1,4,3
FALL,0,9,19,10
FALL,2.5,5,14,8
FALL,1,7,13,6
FALL,0,4,7,3
FALL,0,2,3,1
FALL,0,2,2,0
FALL,0,3,4,1
EXERCISE,0.5,3,5,2
EXERCISE,0,5,7,1
EXERCISE,0.5,9,13,4
FALL,0,3,5,2
FALL,0,6,8,2
FALL,0,1,1,0
FALL,0,8,9,1
FALL,0,9,10,1
EXERCISE,1,11,18,5
EXERCISE,0.5,9,17,6
EXERCISE,0.5,10,16,5
OTHER_ACTION,0.5,11,17,6
OTHER_ACTION,0.5,6,9,3
OTHER_ACTION,0,9,17,8
OTHER_ACTION,0,5,8,3
OTHER_ACTION,0,2,5,3
FALL,0,4,9,5
FALL,0,6,12,5
FALL,0,3,5,2
FALL,0,6,10,3
EXERCISE,1.5,5,8,3
EXERCISE,2,7,9,2
EXERCISE,1.5,6,8,2
FALL,0,5,9,4
FALL,0,7,12,4
FALL,0,3,5,1
FALL,0,3,4,1
FALL,0,3,4,1
FALL,0,1,1,0
FALL,0.5,2,3,1
FALL,0,2,3,1
FALL,0,1,2,1
FALL,0,5,7,1
EXERCISE,2.5,5,10,5
EXERCISE,3.5,4,13,9
EXERCISE,2,10,17,7
FALL,0,1,1,0
FALL,0,17,20,2
FALL,0.5,14,16,2
FALL,0,11,16,5
FALL,0,2,3,1
FALL,0.5,4,7,3
FALL,0.5,6,8,2
FALL,0,5,6,1
FALL,0,2,2,0
FALL,0,4,4,0
FALL,0,2,3,1
FALL,0,2,2,0
OTHER_ACTION,0.5,13,22,9
OTHER_ACTION,1,14,18,4
OTHER_ACTION,0.5,11,17,6
OTHER_ACTION,0.5,11,18,7
OTHER_ACTION,1,8,14,6
RUN,3.5,14,20,6
RUN,3,8,15,6
RUN,1.5,5,11,6
RUN,2.5,8,15,7
EXERCISE,2,8,12,4
EXERCISE,3,15,22,5
EXERCISE,3,12,17,5
EXERCISE,1,8,13,5
OTHER_ACTION,1.5,4,8,4
OTHER_ACTION,1,5,7,2
OTHER_ACTION,0.5,4,6,2
OTHER_ACTION,0.5,4,4,0
OTHER_ACTION,0.5,4,8,4
OTHER_ACTION,1,6,9,3
OTHER_ACTION,0,5,9,4
OTHER_ACTION,0.5,4,9,5
OTHER_ACTION,0,3,5,2
OTHER_ACTION,0.5,4,6,2
OTHER_ACTION,1,9,14,5
OTHER_ACTION,0,5,8,3
OTHER_ACTION,0,6,11,5
RUN,5.5,10,20,10
RUN,4.5,17,27,10
RUN,5,9,18,9
EXERCISE,1,6,8,2
EXERCISE,1,4,4,0
EXERCISE,1,12,14,2
EXERCISE,1,5,6,1
OTHER_ACTION,1.5,12,19,7
OTHER_ACTION,1.5,10,16,6
OTHER_ACTION,1.5,12,22,9
EXERCISE,0.5,1,2,1
FALL,0,8,10,2
FALL,0,4,6,2
FALL,0,3,4,1
OTHER_ACTION,2,10,16,6
OTHER_ACTION,3,12,16,4
FALL,0,6,7,1
FALL,0.5,4,7,3
FALL,0.5,3,5,2
FALL,0.5,3,5,2
OTHER_ACTION,2,10,16,5
OTHER_ACTION,1.5,6,8,2
OTHER_ACTION,1,8,11,3
OTHER_ACTION,1,9,13,4
EXERCISE,1.5,6,12,6
FALL,0,4,6,2
FALL,0,5,6,1
FALL,0,6,8,2
FALL,0,5,8,3
FALL,0,7,11,4
WALK,0,7,9,2
WALK,0.5,4,8,4
WALK,1.5,6,9,3
WALK,0.5,4,7,3
WALK,0,5,7,2
WALK,0.5,3,5,2
WALK,0.5,1,1,0
WALK,0,3,6,3
EXERCISE,2,9,16,5
EXERCISE,2.5,10,16,5
WALK,0.5,5,7,2
WALK,1,6,7,1
WALK,0.5,7,11,4
WALK,0,7,13,6
WALK,0.5,7,9,2
RUN,2,14,21,5
WALK,0,9,12,2
WALK,0,8,14,6
WALK,0,6,10,4
WALK,0,6,9,3
WALK,0,6,9,3
WALK,0.5,8,11,3
WALK,0,6,6,0
WALK,0,3,5,2
WALK,0.5,5,9,4
WALK,0,6,9,3
WALK,0,5,7,2
WALK,0,2,6,3
WALK,0,4,4,0
WALK,0,2,5,2
WALK,0,6,10,3
WALK,0,11,15,4
WALK,0,8,16,7
WALK,0,2,3,0
WALK,0,3,5,1
WALK,0,4,6,2
WALK,0,5,8,3
WALK,0,3,5,2
WALK,0,3,3,0
WALK,0,4,8,4
WALK,0,8,14,6
WALK,0,5,10,5
WALK,0,6,7,1
WALK,0.5,3,4,1
WALK,0,6,8,2
WALK,0,2,4,2
OTHER_ACTION,3,15,21,5
FALL,0,7.33,11.33,4
FALL,0,4.67,8.67,4
FALL,0.5,9.67,12.67,3
FALL,0,6.67,10.67,3
FALL,0.5,5,8,2
FALL,0,8,10,2
FALL,0,8.67,12.67,3
FALL,0,2,4,2
FALL,0,1,1,0
FALL,0,3,4,1
FALL,0,4,5,1
FALL,0,5,5,0
OTHER_ACTION,2,13,20,5
WALK,0,3.33,5.33,2
FALL,0.5,6.67,9.67,3
WALK,0,4,4,0
WALK,0,5.33,9.33,4
EXERCISE,1.5,6.67,12.67,5
FALL,0,7,10,3
EXERCISE,2,8.67,17.67,7
WALK,0,10,11,1
OTHER_ACTION,2,8.33,11.33,3
WALK,0,3.67,5.67,2
FALL,0,3,5,2
EXERCISE,0.5,7,16,8
OTHER_ACTION,10,32.67,45.67,10
RUN,4,16,25,9
EXERCISE,0.5,7,13,4
FALL,0,14,23,8
FALL,0,5.67,5.67,0
EXERCISE,1,1.33,2.33,0
EXERCISE,0.5,6.33,10.33,4
OTHER_ACTION,2,13.33,23.33,8
WALK,0,4,6,2
WALK,0,4.33,6.33,2
WALK,0,5,6,1
EXERCISE,0,1.33,4.33,1
OTHER_ACTION,0.5,11.33,16.33,3
WALK,0,1,1,0
WALK,0,0.33,0.33,0
OTHER_ACTION,5,27.33,41.33,9
FALL,0.5,3,6,1
FALL,2.5,10.33,15.33,5
OTHER_ACTION,0,8,14,5
OTHER_ACTION,5,30,42,7
EXERCISE,0,3.67,3.67,0
FALL,0,5.33,8.33,3
EXERCISE,0,2.33,3.33,1
FALL,0.5,4.67,7.67,3
WALK,0,3.67,4.67,1
WALK,0,5.67,7.67,2
WALK,1.5,5.33,9.33,4
WALK,0,7,9,2
EXERCISE,1.5,4,4,0
RUN,5,15.33,26.33,10
FALL,0,6,9,2
EXERCISE,0.5,11.67,17.67,4
EXERCISE,1.5,10,15,5
WALK,0,4.67,7.67,3
OTHER_ACTION,1.5,5,9,3
OTHER_ACTION,0.5,3.67,5.67,1
OTHER_ACTION,1,7.33,12.33,5
FALL,0,11.67,17.67,6
WALK,0,12,21,9
OTHER_ACTION,1,8.33,12.33,4
EXERCISE,0,2.33,2.33,0
FALL,0,3.67,6.67,3
EXERCISE,2,11,16,5
EXERCISE,0.5,4.67,6.67,1
RUN,2.5,16,23,7
OTHER_ACTION,1,4.33,6.33,2
EXERCISE,0,8.33,12.33,3
WALK,0,5.33,9.33,3
WALK,0,8.67,10.67,2
WALK,0,4.67,7.67,3
EXERCISE,2.5,17.33,26.33,8
OTHER_ACTION,1,7.33,10.33,2
EXERCISE,2.5,3,5,2
EXERCISE,1,9.33,12.33,1
WALK,0,7.33,13.33,6
OTHER_ACTION,2,19.33,31.33,10
OTHER_ACTION,0,6,9,3
EXERCISE,1,6.67,11.67,5
RUN,3,15.67,25.67,10
FALL,0,7,12,4
EXERCISE,2.5,14.67,22.67,8
FALL,0,6.33,10.33,3
OTHER_ACTION,2,6.67,13.67,5
EXERCISE,0,5.67,9.67,4
RUN,12,18,30,10
FALL,0,1.67,5.67,2
FALL,0.5,2.33,3.33,1
FALL,0,5.33,9.33,4
WALK,0,12.67,17.67,4
EXERCISE,0,4.67,7.67,3
WALK,0.5,4,6,1
RUN,8,19.67,29.67,10
FALL,0,3,4,1
OTHER_ACTION,2.5,9.67,13.67,4
WALK,2.5,7.67,13.67,6
EXERCISE,0,9,16,7
FALL,0,2.33,3.33,0
EXERCISE,0,9.33,14.33,5
FALL,0,6.33,7.33,1
EXERCISE,2,6.33,11.33,4
WALK,0,4.67,9.67,5
OTHER_ACTION,0.5,6,7,1
OTHER_ACTION,0.5,4.33,6.33,2
OTHER_ACTION,0.5,11,20,8
WALK,4.5,9,11,2
EXERCISE,1,8,11,2
WALK,0,8,11,3
WALK,0,2,2,0
RUN,4.5,26,37,9
WALK,0,3.67,6.67,2
WALK,1,11.33,17.33,5
WALK,0.5,11.33,16.33,5
WALK,0,5,7,1
EXERCISE,10,22,35,9
FALL,0,6,8,2
WALK,0.5,4,13,7
WALK,0,5,7,2
OTHER_ACTION,0.5,14.33,25.33,10
FALL,0.5,2,3,1
WALK,0,4.67,12.67,6
FALL,0,3,4,1
FALL,0,1.67,1.67,0
OTHER_ACTION,2.5,19.33,27.33,6
RUN,4,13.33,21.33,8
OTHER_ACTION,0.5,4,6,2
OTHER_ACTION,1,13,24,8
EXERCISE,0.5,16.33,24.33,7
EXERCISE,0.5,6,7,1
EXERCISE,2.5,1.67,4.67,3
EXERCISE,3,9,13,3
EXERCISE,1,14,23,9
EXERCISE,6,25,34,8
FALL,0,4,4,0
EXERCISE,2.5,3.33,7.33,4
OTHER_ACTION,2.5,8,14,4
OTHER_ACTION,0,10,17,7
EXERCISE,0.5,7.67,13.67,6
EXERCISE,0,2.33,4.33,2
FALL,0,4,10,6
EXERCISE,1,4.67,7.67,3
EXERCISE,0,1,2,0
FALL,0,6,10,4
OTHER_ACTION,0,8.33,10.33,2
FALL,0,2.67,2.67,0
OTHER_ACTION,4.5,6,11,5
EXERCISE,2,12.67,19.67,6
OTHER_ACTION,0.5,6.33,10.33,3
EXERCISE,1.5,4.33,14.33,10
EXERCISE,2,2,2,0
OTHER_ACTION,0.5,1.67,1.67,0
OTHER_ACTION,2.5,14.33,26.33,9
EXERCISE,3,8.33,12.33,3
EXERCISE,1.5,13,20,5
FALL,0,3.67,3.67,0
EXERCISE,0.5,5.33,8.33,3
WALK,0,2.33,4.33,2
FALL,0.5,10,14,4
WALK,0,8.33,12.33,4
EXERCISE,0.5,7.33,10.33,3
WALK,0,7,12,5
WALK,0,12.33,19.33,6
WALK,0,8.33,10.33,2
FALL,1.5,10.33,14.33,4
WALK,0,1.67,1.67,0
WALK,0.5,4.67,5.67,1
EXERCISE,3.5,21.33,34.33,9
WALK,0.5,2,4,0
EXERCISE,0,6.67,10.67,3
EXERCISE,0,2.33,3.33,0
FALL,0,6,14,3
EXERCISE,0,4.33,6.33,2
WALK,0,7.33,10.33,3
FALL,0,4,5,1
OTHER_ACTION,0.5,2.67,6.67,1
FALL,0.5,7,10,3
FALL,0,5,9,3
FALL,0.5,7,12,4
FALL,0,3.33,5.33,2
FALL,0,3.33,4.33,1
FALL,0.5,7,12,4
FALL,2,6.67,11.67,5
FALL,0,9.67,16.67,7
FALL,0,4,11,2
OTHER_ACTION,1.5,7,13,5
OTHER_ACTION,2,9.33,16.33,5
EXERCISE,0,3.33,4.33,1
EXERCISE,0,1.67,2.67,1
EXERCISE,0,9.67,15.67,6
EXERCISE,0,6.67,6.67,0
EXERCISE,0.5,5.67,8.67,3
EXERCISE,0,4.67,6.67,2
FALL,0,5.67,5.67,0
EXERCISE,1.5,6,9,3
EXERCISE,0.5,9,12,3
FALL,0.5,4.67,9.67,4
EXERCISE,0,3,6,3
FALL,0,6,11,5
EXERCISE,9,20.33,33.33,10
EXERCISE,1,3.33,6.33,3
OTHER_ACTION,0,9,12,3
OTHER_ACTION,9,19.33,31.33,10
FALL,0,1.67,1.67,0
EXERCISE,1,12.67,16.67,4
OTHER_ACTION,1.5,5.67,10.67,3
EXERCISE,0,4.33,6.33,2
WALK,0,1.33,3.33,2
WALK,0,1.33,1.33,0
WALK,0,5.67,10.67,4
WALK,3,17.33,25.33,6
WALK,0,10.67,18.67,7
WALK,0,4.33,8.33,2
EXERCISE,1,9,12,3
EXERCISE,0,4,4,0
WALK,0,6,10,4
WALK,0.5,7.67,12.67,5
FALL,0,3.67,7.67,4
FALL,0,3.33,4.33,1
FALL,0,4.67,7.67,3
FALL,0,5.67,6.67,1
WALK,0,3.33,5.33,1
OTHER_ACTION,1,18.67,28.67,7
OTHER_ACTION,0,8,11,3
FALL,0,3.67,6.67,2
FALL,0,7,16,7
FALL,0,7.33,7.33,0
OTHER_ACTION,1,3.33,5.33,2
FALL,0,5.67,7.67,2
WALK,0,2,2,0
OTHER_ACTION,2.5,16.33,27.33,9
OTHER_ACTION,2.5,12,21,8
WALK,0.5,4,8,3
OTHER_ACTION,1,6.67,10.67,4
WALK,0,1.67,4.67,3
WALK,0,2.67,5.67,2
WALK,0,4,7,2
WALK,0,1.67,1.67,0
FALL,0,2.67,2.67,0
FALL,0,8,12,4
WALK,0.5,8,13,5
WALK,0,6.33,10.33,4
FALL,0,1.33,2.33,1
FALL,0,13,18,5
FALL,1.5,5.67,13.67,6
EXERCISE,2,8.67,12.67,3
RUN,2.5,14.67,27.67,10
RUN,7,21.33,31.33,10
OTHER_ACTION,0.5,8,12,4
EXERCISE,1,5,6,1
FALL,0,7.33,11.33,4
RUN,4,16.67,25.67,9
RUN,8,27,37,9
EXERCISE,1.5,4.33,11.33,7
EXERCISE,2.5,6,12,6
OTHER_ACTION,2.5,12,19,6
OTHER_ACTION,3,12.67,20.67,8
EXERCISE,1,15.33,17.33,2
RUN,4,14,24,8
FALL,0.5,6.33,9.33,3
EXERCISE,1,7.33,12.33,5
OTHER_ACTION,2.5,0.67,0.67,0
OTHER_ACTION,1.5,1.33,2.33,1
OTHER_ACTION,2.5,13.67,23.67,9
OTHER_ACTION,2.5,11.67,22.67,10
EXERCISE,0,0.33,1.33,0
OTHER_ACTION,0.5,4,7,2
FALL,0.5,2,4,2
FALL,0,4.33,5.33,1
FALL,0,12,20,8
FALL,0,9.33,13.33,4
FALL,0.5,8,14,4
FALL,0,12,18,4
FALL,0,11,15,4
FALL,1,4.33,6.33,1
FALL,1.5,9.33,17.33,8
FALL,1,12,20,7
OTHER_ACTION,0,7.33,11.33,4
FALL,0.5,13,20,4
FALL,10,42,55,9
FALL,0.5,1,4,3
FALL,0,9,18,9
FALL,0,6,11,3
FALL,0,6,7,0
OTHER_ACTION,1,11.33,19.33,7
OTHER_ACTION,0.5,12,17,5
OTHER_ACTION,0,14,20,6
OTHER_ACTION,0,10.33,16.33,5
FALL,0,5,6,1
FALL,1,8.33,13.33,5
FALL,0.5,13.67,21.67,8
FALL,0,6.33,13.33,7
FALL,1,10.33,18.33,6
FALL,1,6.33,14.33,8
FALL,2.5,10.33,16.33,6
FALL,0.5,3.33,10.33,6
OTHER_ACTION,6,22,33,9
FALL,0,4.33,7.33,3
FALL,0,4.33,9.33,5
OTHER_ACTION,0,6.33,8.33,2
OTHER_ACTION,0,5.67,7.67,2
OTHER_ACTION,0,5.33,7.33,2
FALL,0,7.67,12.67,4
FALL,0,5,10,4
FALL,0.5,7.67,12.67,4
FALL,0,8.67,12.67,3
FALL,0,5.67,10.67,4
FALL,0,9.33,13.33,4
FALL,0.5,8.33,15.33,6
FALL,0,2,3,0
OTHER_ACTION,2,9.67,18.67,7
OTHER_ACTION,1,4.33,8.33,2
OTHER_ACTION,2.5,5.33,11.33,4
FALL,0,11.33,15.33,4
FALL,0,6.33,9.33,3
FALL,0,10,17,6
OTHER_ACTION,3.5,8.67,12.67,3
OTHER_ACTION,2.5,9.33,19.33,5
FALL,6,26.67,38.67,10
OTHER_ACTION,2,10,15,4
OTHER_ACTION,1,3.33,6.33,3
OTHER_ACTION,1.5,3.67,6.67,3
OTHER_ACTION,1,2.67,4.67,2
FALL,0,5,6,0
FALL,0,4.33,7.33,3
